AUCTIONID,AUCTIONSTARTDATE,AUCTIONENDDATE,LOTMINSTARTDATE,LOTMAXSTARTDATE,LOTMINENDDATE,LOTMAXENDDATE,BIDRANGENAME
45952,10-02-2020 05:00:00,27-02-2020 06:15:00,10-02-2020 05:00:00,10-02-2020 05:00:00,27-02-2020 06:15:00,27-02-2020 10:13:00,de Standard en Standard nl Standaard biedranges
45965,12-02-2020 03:00:00,18-02-2020 12:00:00,12-02-2020 03:00:00,12-02-2020 03:00:00,18-02-2020 12:00:00,18-02-2020 01:53:00,de Standard en Standard nl Standaard biedranges
45979,24-02-2020 12:00:00,01-03-2020 07:00:00,24-02-2020 12:00:00,24-02-2020 12:00:00,01-03-2020 07:01:00,01-03-2020 09:48:00,de Standard en Standard nl Standaard biedranges
46053,13-02-2020 12:00:00,20-02-2020 06:45:00,13-02-2020 12:00:00,13-02-2020 12:00:00,20-02-2020 06:45:00,20-02-2020 07:20:00,de Standard en Standard nl Standaard biedranges
46089,08-02-2020 05:01:00,18-02-2020 08:01:00,08-02-2020 05:01:00,08-02-2020 05:01:00,18-02-2020 07:45:00,18-02-2020 10:38:00,de Standard en Standard nl Standaard biedranges
43222,11-01-2020 05:00:00,19-01-2020 04:45:00,11-01-2020 05:00:00,11-01-2020 05:00:00,19-01-2020 04:01:00,19-01-2020 09:03:00,de Standard en Standard nl Standaard biedranges
43255,04-01-2020 05:00:00,12-01-2020 04:00:00,04-01-2020 05:00:00,04-01-2020 05:00:00,12-01-2020 04:00:00,12-01-2020 06:15:00,de Standard en Standard nl Standaard biedranges
44230,30-01-2020 01:30:00,30-01-2020 01:45:00,30-01-2020 01:30:00,30-01-2020 01:30:00,30-01-2020 01:45:00,30-01-2020 01:45:00,nl Vastgoed Standaard biedranges
44379,18-02-2020 11:30:00,18-02-2020 11:45:00,18-02-2020 11:30:00,18-02-2020 11:30:00,18-02-2020 11:45:00,18-02-2020 11:45:00,nl Per 1000 ophogen
44536,23-12-2019 05:00:00,07-01-2020 06:30:00,23-12-2019 05:00:00,23-12-2019 05:00:00,07-01-2020 06:30:00,07-01-2020 10:41:00,de Standard en Standard nl Standaard biedranges
44596,12-12-2019 05:00:00,06-01-2020 08:30:00,12-12-2019 05:00:00,12-12-2019 05:00:00,06-01-2020 08:31:00,06-01-2020 09:21:00,nl Classic car auctions
44705,23-12-2019 05:00:00,06-01-2020 07:15:00,23-12-2019 05:00:00,23-12-2019 05:00:00,06-01-2020 07:15:00,06-01-2020 09:25:00,de Standard en Standard nl Standaard biedranges
44729,09-12-2019 05:00:00,06-01-2020 05:45:00,09-12-2019 05:00:00,09-12-2019 05:00:00,06-01-2020 05:45:00,06-01-2020 07:40:00,de Standard en Standard nl Standaard biedranges
44833,25-12-2019 05:00:00,08-01-2020 07:30:00,25-12-2019 05:00:00,25-12-2019 05:00:00,08-01-2020 07:30:00,08-01-2020 10:17:00,de Standard en Standard nl Standaard biedranges
44867,15-01-2020 09:30:00,15-01-2020 11:45:00,15-01-2020 09:30:00,15-01-2020 10:10:00,15-01-2020 09:53:00,15-01-2020 10:10:00,nl Per 1000 ophogen
44879,03-01-2020 06:00:00,04-01-2020 10:00:00,03-01-2020 06:00:00,03-01-2020 06:00:00,04-01-2020 10:00:00,04-01-2020 06:17:00,nl 1 Euro stappen
44904,06-01-2020 05:00:00,13-01-2020 04:15:00,06-01-2020 05:00:00,06-01-2020 05:00:00,13-01-2020 04:15:00,13-01-2020 06:40:00,de Standard en Standard nl Standaard biedranges
44981,06-01-2020 02:00:00,07-01-2020 11:00:00,06-01-2020 02:00:00,06-01-2020 02:00:00,07-01-2020 11:04:00,07-01-2020 05:04:00,nl 1 Euro stappen
44985,10-01-2020 06:00:00,11-01-2020 10:00:00,10-01-2020 06:00:00,10-01-2020 06:00:00,11-01-2020 10:00:00,11-01-2020 06:40:00,nl 1 Euro stappen
44999,09-01-2020 05:00:00,15-01-2020 06:30:00,09-01-2020 05:00:00,09-01-2020 05:00:00,15-01-2020 06:30:00,15-01-2020 07:39:00,de Standard en Standard nl Standaard biedranges
45039,28-01-2020 05:00:00,04-02-2020 07:45:00,28-01-2020 05:00:00,28-01-2020 05:00:00,04-02-2020 07:45:00,04-02-2020 09:07:00,de Standard en Standard nl Standaard biedranges
45050,18-02-2020 05:00:00,26-02-2020 07:00:00,18-02-2020 05:00:00,18-02-2020 05:00:00,26-02-2020 07:00:00,27-02-2020 12:45:00,de Standard en Standard nl Standaard biedranges
45055,18-01-2020 05:00:00,24-01-2020 07:30:00,18-01-2020 05:00:00,18-01-2020 05:00:00,24-01-2020 07:30:00,24-01-2020 09:42:00,de Standard en Standard nl Standaard biedranges
45059,11-01-2020 09:00:00,17-01-2020 07:30:00,11-01-2020 09:00:00,11-01-2020 09:00:00,17-01-2020 07:30:00,17-01-2020 09:33:00,de Standard en Standard nl Standaard biedranges
45064,09-01-2020 05:00:00,15-01-2020 06:45:00,09-01-2020 05:00:00,09-01-2020 05:00:00,15-01-2020 06:46:00,15-01-2020 09:04:00,de Standard en Standard nl Standaard biedranges
45090,23-01-2020 05:00:00,30-01-2020 07:45:00,23-01-2020 05:00:00,23-01-2020 05:00:00,30-01-2020 07:46:00,30-01-2020 09:43:00,de Standard en Standard nl Standaard biedranges
45093,01-02-2020 05:00:00,07-02-2020 06:00:00,01-02-2020 05:00:00,01-02-2020 05:00:00,07-02-2020 06:00:00,07-02-2020 06:53:00,de Standard en Standard nl Standaard biedranges
45098,14-01-2020 05:00:00,19-01-2020 08:30:00,14-01-2020 05:00:00,14-01-2020 05:00:00,19-01-2020 08:30:00,20-01-2020 12:02:00,de Standard en Standard nl Standaard biedranges
45196,28-01-2020 05:00:00,04-02-2020 04:30:00,28-01-2020 05:00:00,28-01-2020 05:00:00,04-02-2020 04:30:00,05-02-2020 01:03:00,de Standard en Standard nl Standaard biedranges
45199,01-02-2020 05:00:00,07-02-2020 04:00:00,01-02-2020 05:00:00,01-02-2020 05:00:00,07-02-2020 04:00:00,07-02-2020 05:55:00,de Standard en Standard nl Standaard biedranges
45303,26-01-2020 11:00:00,27-01-2020 06:30:00,26-01-2020 11:00:00,26-01-2020 11:00:00,27-01-2020 06:30:00,27-01-2020 09:44:00,nl 1 Euro stappen
45314,31-01-2020 11:00:00,01-02-2020 06:00:00,31-01-2020 11:00:00,31-01-2020 11:00:00,01-02-2020 06:00:00,02-02-2020 12:20:00,nl 1 Euro stappen
45318,30-01-2020 05:00:00,07-02-2020 07:00:00,30-01-2020 05:00:00,30-01-2020 05:00:00,07-02-2020 07:00:00,07-02-2020 08:45:00,de Standard en Standard nl Standaard biedranges
45339,04-02-2020 05:00:00,08-02-2020 04:00:00,04-02-2020 05:00:00,04-02-2020 05:00:00,08-02-2020 04:00:00,09-02-2020 02:21:00,nl Biedrange 0-15 1 euro (Beuknoot)
45353,13-01-2020 05:00:00,29-01-2020 06:00:00,13-01-2020 05:00:00,13-01-2020 05:00:00,29-01-2020 06:00:00,29-01-2020 07:38:00,de Standard en Standard nl Standaard biedranges
45362,19-02-2020 09:30:00,19-02-2020 09:45:00,19-02-2020 09:30:00,19-02-2020 09:30:00,19-02-2020 09:45:00,19-02-2020 09:45:00,nl Per 1000 ophogen
45370,19-02-2020 10:30:00,19-02-2020 12:45:00,19-02-2020 10:30:00,19-02-2020 10:30:00,19-02-2020 11:35:00,19-02-2020 11:35:00,nl Per 1000 ophogen
45380,19-01-2020 12:00:00,25-01-2020 06:00:00,19-01-2020 12:00:00,19-01-2020 12:00:00,25-01-2020 06:00:00,25-01-2020 09:03:00,de Standard en Standard nl Standaard biedranges
45409,05-02-2020 05:00:00,19-02-2020 07:01:00,05-02-2020 05:00:00,05-02-2020 05:00:00,19-02-2020 07:01:00,19-02-2020 10:59:00,de Standard en Standard nl Standaard biedranges
45429,13-01-2020 05:00:00,22-01-2020 08:30:00,13-01-2020 05:00:00,13-01-2020 05:00:00,22-01-2020 08:30:00,22-01-2020 08:53:00,de Standard en Standard nl Standaard biedranges
45453,23-01-2020 05:00:00,04-02-2020 08:00:00,23-01-2020 05:00:00,23-01-2020 05:00:00,04-02-2020 08:00:00,04-02-2020 08:52:00,nl Bva-Automotive
45463,03-02-2020 11:00:00,04-02-2020 09:01:00,03-02-2020 11:00:00,03-02-2020 11:00:00,04-02-2020 09:01:00,05-02-2020 12:10:00,nl 1 Euro stappen
45512,29-01-2020 05:01:00,05-02-2020 07:00:00,29-01-2020 05:01:00,29-01-2020 05:01:00,05-02-2020 07:00:00,05-02-2020 10:21:00,de Standard en Standard nl Standaard biedranges
45514,22-01-2020 12:00:00,03-02-2020 07:30:00,22-01-2020 12:00:00,22-01-2020 12:00:00,03-02-2020 07:30:00,03-02-2020 09:11:00,de Standard en Standard nl Standaard biedranges
45530,08-02-2020 09:00:00,14-02-2020 07:30:00,08-02-2020 09:00:00,08-02-2020 09:00:00,14-02-2020 07:30:00,14-02-2020 09:49:00,de Standard en Standard nl Standaard biedranges
45559,01-02-2020 12:00:00,08-02-2020 08:00:00,01-02-2020 12:00:00,01-02-2020 12:00:00,08-02-2020 08:04:00,08-02-2020 10:29:00,de Standard en Standard nl Standaard biedranges
45628,24-01-2020 05:00:00,03-02-2020 06:45:00,24-01-2020 05:00:00,24-01-2020 05:00:00,03-02-2020 06:01:00,03-02-2020 08:38:00,de Standard en Standard nl Standaard biedranges
45639,17-02-2020 05:00:00,27-02-2020 07:15:00,17-02-2020 05:00:00,17-02-2020 05:00:00,27-02-2020 07:01:00,27-02-2020 09:46:00,de Standard en Standard nl Standaard biedranges
45727,30-01-2020 05:00:00,06-02-2020 04:00:00,30-01-2020 05:00:00,30-01-2020 05:00:00,06-02-2020 04:05:00,06-02-2020 04:05:00,de Standard en Standard nl Standaard biedranges
45730,31-01-2020 11:00:00,03-02-2020 07:15:00,31-01-2020 11:00:00,31-01-2020 11:00:00,03-02-2020 07:18:00,03-02-2020 09:36:00,de Standard en Standard nl Standaard biedranges
45755,15-02-2020 09:00:00,21-02-2020 04:04:00,15-02-2020 09:00:00,15-02-2020 09:00:00,21-02-2020 04:01:00,21-02-2020 06:16:00,de Standard en Standard nl Standaard biedranges
45764,22-02-2020 09:00:00,01-03-2020 07:15:00,22-02-2020 09:00:00,22-02-2020 09:00:00,01-03-2020 07:15:00,01-03-2020 09:57:00,de Standard en Standard nl Standaard biedranges
45773,12-02-2020 05:00:00,24-02-2020 07:15:00,12-02-2020 05:00:00,12-02-2020 05:00:00,24-02-2020 07:15:00,24-02-2020 09:32:00,de Standard en Standard nl Standaard biedranges
45782,03-02-2020 12:00:00,10-02-2020 07:15:00,03-02-2020 12:00:00,03-02-2020 12:00:00,10-02-2020 07:01:00,10-02-2020 08:27:00,de Standard en Standard nl Standaard biedranges
45797,29-01-2020 12:00:00,09-02-2020 07:01:00,29-01-2020 05:00:00,29-01-2020 05:00:00,09-02-2020 07:00:00,09-02-2020 07:43:00,de Standard en Standard nl Standaard biedranges
45798,30-01-2020 12:00:00,09-02-2020 10:00:00,30-01-2020 12:00:00,30-01-2020 12:00:00,09-02-2020 10:01:00,09-02-2020 11:58:00,de Standard en Standard nl Standaard biedranges
45834,11-02-2020 05:00:00,16-02-2020 04:00:00,11-02-2020 05:00:00,11-02-2020 05:00:00,16-02-2020 04:00:00,16-02-2020 11:42:00,nl Biedrange 0-15 1 euro (Beuknoot)
45854,19-02-2020 02:00:00,20-02-2020 11:00:00,19-02-2020 02:00:00,19-02-2020 02:00:00,20-02-2020 11:00:00,20-02-2020 05:28:00,nl 1 Euro stappen
45874,31-01-2020 12:00:00,07-02-2020 11:45:00,31-01-2020 12:00:00,31-01-2020 12:00:00,07-02-2020 11:49:00,07-02-2020 02:23:00,de Standard en Standard nl Standaard biedranges
45876,07-02-2020 12:00:00,14-02-2020 12:30:00,07-02-2020 12:00:00,07-02-2020 12:00:00,14-02-2020 12:30:00,14-02-2020 02:06:00,de Standard en Standard nl Standaard biedranges
45880,21-02-2020 12:00:00,28-02-2020 07:45:00,21-02-2020 12:00:00,21-02-2020 12:00:00,28-02-2020 07:46:00,28-02-2020 10:17:00,de Standard en Standard nl Standaard biedranges
45906,11-02-2020 12:00:00,18-02-2020 07:30:00,11-02-2020 12:00:00,11-02-2020 12:00:00,18-02-2020 07:30:00,18-02-2020 10:17:00,de Standard en Standard nl Standaard biedranges
45918,23-02-2020 12:00:00,01-03-2020 08:15:00,23-02-2020 12:00:00,23-02-2020 12:00:00,01-03-2020 08:01:00,01-03-2020 08:48:00,de Standard en Standard nl Standaard biedranges
45961,18-02-2020 12:00:00,25-02-2020 11:02:00,18-02-2020 12:00:00,18-02-2020 12:00:00,25-02-2020 11:00:00,25-02-2020 01:43:00,de Standard en Standard nl Standaard biedranges
45978,17-02-2020 12:00:00,23-02-2020 07:00:00,17-02-2020 12:00:00,17-02-2020 12:00:00,23-02-2020 07:04:00,23-02-2020 10:08:00,de Standard en Standard nl Standaard biedranges
45995,06-02-2020 12:00:00,18-02-2020 05:30:00,06-02-2020 12:00:00,06-02-2020 12:00:00,18-02-2020 05:35:00,18-02-2020 05:35:00,de Standard en Standard nl Standaard biedranges
46070,12-02-2020 05:00:00,26-02-2020 06:15:00,12-02-2020 05:00:00,12-02-2020 05:00:00,26-02-2020 06:01:00,26-02-2020 10:14:00,de Standard en Standard nl Standaard biedranges
42860,24-01-2020 03:00:00,24-01-2020 03:15:00,24-01-2020 03:00:00,24-01-2020 03:00:00,24-01-2020 03:15:00,24-01-2020 03:15:00,nl Per 1000 ophogen
43275,11-01-2020 05:00:00,19-01-2020 03:45:00,11-01-2020 05:00:00,11-01-2020 05:00:00,19-01-2020 03:45:00,19-01-2020 10:58:00,de Standard en Standard nl Standaard biedranges
43386,20-01-2020 05:00:00,27-01-2020 04:00:00,20-01-2020 05:00:00,20-01-2020 05:00:00,27-01-2020 04:00:00,27-01-2020 09:16:00,de Standard en Standard nl Standaard biedranges
43438,21-01-2020 11:30:00,21-01-2020 11:45:00,21-01-2020 11:30:00,21-01-2020 11:30:00,21-01-2020 11:45:00,21-01-2020 11:45:00,nl Per 1000 ophogen
43503,21-01-2020 01:30:00,21-01-2020 02:45:00,21-01-2020 01:30:00,21-01-2020 01:30:00,21-01-2020 04:01:00,21-01-2020 04:01:00,nl Per 1000 ophogen
44210,24-01-2020 02:00:00,24-01-2020 04:15:00,24-01-2020 02:00:00,24-01-2020 02:00:00,24-01-2020 02:57:00,24-01-2020 02:57:00,nl Per 1000 ophogen
44557,20-02-2020 03:00:00,20-02-2020 03:15:00,20-02-2020 03:00:00,20-02-2020 03:00:00,20-02-2020 03:15:00,20-02-2020 03:15:00,nl Vastgoed Standaard biedranges
44655,06-02-2020 05:00:00,13-02-2020 07:00:00,06-02-2020 05:00:00,06-02-2020 05:00:00,13-02-2020 07:10:00,13-02-2020 07:10:00,nl Schipveiling
44825,31-12-2019 09:00:00,09-01-2020 07:30:00,31-12-2019 09:00:00,31-12-2019 09:00:00,09-01-2020 07:30:00,09-01-2020 09:06:00,de Standard en Standard nl Standaard biedranges
44828,16-12-2019 12:00:00,06-01-2020 05:00:00,16-12-2019 12:00:00,16-12-2019 12:00:00,06-01-2020 05:00:00,06-01-2020 06:32:00,de Standard en Standard nl Standaard biedranges
44852,24-01-2020 10:00:00,25-02-2020 10:00:00,24-01-2020 10:00:00,24-01-2020 10:00:00,25-02-2020 10:00:00,25-02-2020 10:00:00,nl Inschrijving
44884,10-01-2020 05:00:00,21-01-2020 06:45:00,10-01-2020 05:00:00,10-01-2020 05:00:00,21-01-2020 06:45:00,22-01-2020 12:39:00,de Standard en Standard nl Standaard biedranges
44891,10-02-2020 05:00:00,24-02-2020 06:15:00,10-02-2020 05:00:00,24-02-2020 07:26:00,24-02-2020 06:17:00,24-02-2020 07:41:00,de Standard en Standard nl Standaard biedranges
44906,03-02-2020 05:00:00,10-02-2020 03:00:00,03-02-2020 05:00:00,03-02-2020 05:00:00,10-02-2020 03:00:00,10-02-2020 06:12:00,de Standard en Standard nl Standaard biedranges
44939,23-12-2019 05:00:00,10-02-2020 05:00:00,23-12-2019 05:00:00,23-12-2019 05:00:00,10-02-2020 05:50:00,10-02-2020 05:50:00,nl Per 10.000 ophogen
44977,07-01-2020 11:00:00,08-01-2020 09:01:00,07-01-2020 11:00:00,07-01-2020 11:00:00,08-01-2020 09:00:00,08-01-2020 11:56:00,nl 1 Euro stappen
44993,16-01-2020 05:00:00,22-01-2020 06:45:00,16-01-2020 05:00:00,16-01-2020 05:00:00,22-01-2020 06:45:00,22-01-2020 07:31:00,de Standard en Standard nl Standaard biedranges
45013,19-02-2020 05:00:00,23-02-2020 04:30:00,19-02-2020 05:00:00,19-02-2020 05:00:00,23-02-2020 04:30:00,23-02-2020 08:20:00,de Standard en Standard nl Standaard biedranges
45035,28-01-2020 05:00:00,04-02-2020 07:15:00,28-01-2020 05:00:00,28-01-2020 05:00:00,04-02-2020 07:15:00,04-02-2020 10:42:00,de Standard en Standard nl Standaard biedranges
45036,31-12-2019 05:00:00,08-01-2020 08:00:00,31-12-2019 05:00:00,31-12-2019 05:00:00,08-01-2020 08:01:00,09-01-2020 01:00:00,de Standard en Standard nl Standaard biedranges
45037,28-01-2020 05:00:00,05-02-2020 07:15:00,28-01-2020 05:00:00,28-01-2020 05:00:00,05-02-2020 07:15:00,05-02-2020 10:01:00,de Standard en Standard nl Standaard biedranges
45052,18-01-2020 09:00:00,23-01-2020 07:30:00,18-01-2020 09:00:00,18-01-2020 09:00:00,23-01-2020 07:30:00,23-01-2020 09:19:00,de Standard en Standard nl Standaard biedranges
45102,03-01-2020 05:00:00,12-01-2020 08:15:00,03-01-2020 05:00:00,03-01-2020 05:00:00,12-01-2020 08:16:00,12-01-2020 10:01:00,de Standard en Standard nl Standaard biedranges
45112,04-01-2020 05:00:00,09-01-2020 08:00:00,04-01-2020 05:00:00,04-01-2020 05:00:00,09-01-2020 08:00:00,09-01-2020 10:26:00,nl Top Lots
45150,12-01-2020 12:00:00,21-01-2020 01:00:00,12-01-2020 12:00:00,12-01-2020 12:00:00,21-01-2020 01:00:00,21-01-2020 04:14:00,de Standard en Standard nl Standaard biedranges
45154,06-01-2020 12:00:00,16-01-2020 07:00:00,06-01-2020 12:00:00,06-01-2020 12:00:00,16-01-2020 07:00:00,16-01-2020 09:26:00,de Standard en Standard nl Standaard biedranges
45165,13-01-2020 12:00:00,20-01-2020 08:00:00,13-01-2020 12:00:00,13-01-2020 12:00:00,20-01-2020 08:00:00,20-01-2020 08:58:00,de Standard en Standard nl Standaard biedranges
45173,21-01-2020 12:00:00,28-01-2020 08:30:00,21-01-2020 12:00:00,21-01-2020 12:00:00,28-01-2020 08:30:00,28-01-2020 09:54:00,de ART en ART fr ART nl Art & Antiques
45221,08-02-2020 05:00:00,14-02-2020 07:00:00,08-02-2020 05:00:00,08-02-2020 05:00:00,14-02-2020 07:00:00,14-02-2020 08:16:00,de Standard en Standard nl Standaard biedranges
45222,18-01-2020 05:00:00,24-01-2020 07:00:00,18-01-2020 05:00:00,18-01-2020 05:00:00,24-01-2020 07:00:00,24-01-2020 09:29:00,de Standard en Standard nl Standaard biedranges
45223,25-01-2020 05:00:00,31-01-2020 07:15:00,25-01-2020 05:00:00,25-01-2020 05:00:00,31-01-2020 07:15:00,31-01-2020 09:54:00,de Standard en Standard nl Standaard biedranges
45225,26-12-2019 12:00:00,05-01-2020 10:00:00,26-12-2019 12:00:00,26-12-2019 12:00:00,05-01-2020 10:00:00,05-01-2020 12:11:00,de Standard en Standard nl Standaard biedranges
45279,23-01-2020 12:00:00,31-01-2020 08:00:00,23-01-2020 12:00:00,23-01-2020 12:00:00,31-01-2020 08:12:00,31-01-2020 10:00:00,de Standard en Standard nl Standaard biedranges
45311,29-01-2020 02:00:00,30-01-2020 11:00:00,29-01-2020 02:00:00,29-01-2020 02:00:00,30-01-2020 11:00:00,30-01-2020 05:19:00,nl 1 Euro stappen
45317,09-01-2020 05:00:00,17-01-2020 06:45:00,09-01-2020 05:00:00,09-01-2020 05:00:00,17-01-2020 06:45:00,17-01-2020 08:03:00,de Standard en Standard nl Standaard biedranges
45328,08-01-2020 05:00:00,14-01-2020 06:45:00,08-01-2020 05:00:00,08-01-2020 05:00:00,14-01-2020 03:50:00,14-01-2020 08:04:00,de Standard en Standard nl Standaard biedranges
45350,18-01-2020 05:00:00,26-01-2020 06:00:00,18-01-2020 05:00:00,18-01-2020 05:00:00,26-01-2020 06:00:00,26-01-2020 09:02:00,de Standard en Standard nl Standaard biedranges
45356,20-01-2020 05:00:00,28-01-2020 04:00:00,20-01-2020 05:00:00,20-01-2020 05:00:00,28-01-2020 04:00:00,28-01-2020 04:53:00,de Standard en Standard nl Standaard biedranges
45392,28-01-2020 12:00:00,04-02-2020 07:30:00,28-01-2020 12:00:00,28-01-2020 12:00:00,04-02-2020 07:30:00,04-02-2020 10:00:00,de ART en ART fr ART nl Art & Antiques
45394,30-01-2020 12:00:00,06-02-2020 01:32:00,30-01-2020 12:00:00,30-01-2020 12:00:00,06-02-2020 01:31:00,06-02-2020 03:48:00,de ART en ART fr ART nl Art & Antiques
45438,24-01-2020 05:00:00,17-02-2020 06:15:00,24-01-2020 05:00:00,24-01-2020 05:00:00,17-02-2020 06:01:00,17-02-2020 07:30:00,de Standard en Standard nl Standaard biedranges
45443,01-02-2020 11:00:00,01-03-2020 11:00:00,01-02-2020 11:00:00,01-02-2020 11:00:00,01-03-2020 11:00:00,01-03-2020 11:00:00,de Standard en Standard nl Standaard biedranges
45450,15-02-2020 05:00:00,26-02-2020 04:01:00,15-02-2020 05:00:00,15-02-2020 05:00:00,26-02-2020 04:01:00,27-02-2020 12:00:00,de Standard en Standard nl Standaard biedranges
45488,14-01-2020 05:00:00,20-01-2020 07:00:00,14-01-2020 05:00:00,14-01-2020 05:00:00,20-01-2020 07:00:00,20-01-2020 07:00:00,de Standard en Standard nl Standaard biedranges
45527,24-01-2020 09:00:00,03-02-2020 08:00:00,24-01-2020 09:00:00,24-01-2020 09:00:00,03-02-2020 08:18:00,03-02-2020 09:11:00,de Standard en Standard nl Standaard biedranges
45535,20-01-2020 05:00:00,03-02-2020 03:00:00,20-01-2020 05:00:00,03-02-2020 04:26:00,03-02-2020 03:00:00,03-02-2020 04:36:00,de Standard en Standard nl Standaard biedranges
45602,05-02-2020 05:00:00,09-02-2020 08:00:00,05-02-2020 05:00:00,05-02-2020 05:00:00,09-02-2020 08:01:00,09-02-2020 09:06:00,nl Top Lots
45613,17-01-2020 05:00:00,22-01-2020 12:00:00,17-01-2020 05:00:00,17-01-2020 05:00:00,22-01-2020 12:00:00,22-01-2020 12:41:00,de Standard en Standard nl Standaard biedranges
45648,21-01-2020 05:00:00,28-01-2020 07:15:00,21-01-2020 05:00:00,21-01-2020 05:00:00,28-01-2020 07:15:00,28-01-2020 07:46:00,nl Bva-Automotive
45690,23-01-2020 05:00:00,29-01-2020 06:01:00,23-01-2020 05:00:00,23-01-2020 05:00:00,29-01-2020 06:40:00,29-01-2020 06:40:00,de Standard en Standard nl Standaard biedranges
45695,23-01-2020 05:01:00,10-02-2020 07:00:00,23-01-2020 05:01:00,23-01-2020 05:01:00,10-02-2020 08:00:00,10-02-2020 08:00:00,de Standard en Standard nl Standaard biedranges
45732,04-02-2020 09:00:00,10-02-2020 06:00:00,04-02-2020 09:00:00,04-02-2020 09:00:00,10-02-2020 06:01:00,10-02-2020 07:28:00,de Standard en Standard nl Standaard biedranges
45846,19-02-2020 11:00:00,20-02-2020 09:01:00,19-02-2020 11:00:00,19-02-2020 11:00:00,20-02-2020 09:00:00,20-02-2020 11:54:00,nl 1 Euro stappen
45853,18-02-2020 02:00:00,19-02-2020 11:00:00,18-02-2020 02:00:00,18-02-2020 02:00:00,19-02-2020 11:00:00,19-02-2020 05:28:00,nl 1 Euro stappen
45859,22-02-2020 11:00:00,23-02-2020 06:00:00,22-02-2020 11:00:00,22-02-2020 11:00:00,23-02-2020 06:00:00,24-02-2020 12:26:00,nl 1 Euro stappen
45863,30-01-2020 05:00:00,12-02-2020 07:00:00,30-01-2020 05:00:00,12-02-2020 07:45:00,12-02-2020 07:00:00,12-02-2020 08:00:00,de Standard en Standard nl Standaard biedranges
45903,09-02-2020 12:00:00,16-02-2020 06:32:00,09-02-2020 12:00:00,09-02-2020 12:00:00,16-02-2020 06:32:00,16-02-2020 09:40:00,de Standard en Standard nl Standaard biedranges
45912,17-02-2020 12:00:00,24-02-2020 08:00:00,17-02-2020 12:00:00,17-02-2020 12:00:00,24-02-2020 08:00:00,24-02-2020 10:35:00,de Standard en Standard nl Standaard biedranges
45955,15-02-2020 12:00:00,22-02-2020 08:00:00,15-02-2020 12:00:00,15-02-2020 12:00:00,22-02-2020 08:00:00,22-02-2020 09:06:00,de Standard en Standard nl Standaard biedranges
45972,11-02-2020 05:00:00,19-02-2020 06:15:00,11-02-2020 05:00:00,11-02-2020 05:00:00,19-02-2020 06:15:00,19-02-2020 08:58:00,de Standard en Standard nl Standaard biedranges
46011,28-02-2020 11:00:00,29-02-2020 06:00:00,28-02-2020 11:00:00,28-02-2020 11:00:00,29-02-2020 06:00:00,01-03-2020 12:02:00,nl 1 Euro stappen
46051,04-02-2020 01:00:00,10-02-2020 12:00:00,04-02-2020 01:00:00,04-02-2020 01:00:00,04-02-2020 02:19:35,10-02-2020 12:00:00,de Standard en Standard nl Standaard biedranges
46060,17-02-2020 05:01:00,25-02-2020 07:30:00,17-02-2020 05:01:00,17-02-2020 05:01:00,25-02-2020 07:30:00,25-02-2020 08:07:00,nl Bva-Automotive
46095,10-02-2020 05:00:00,18-02-2020 04:30:00,10-02-2020 05:00:00,10-02-2020 05:00:00,18-02-2020 04:30:00,18-02-2020 05:28:00,de Standard en Standard nl Standaard biedranges
46096,14-02-2020 05:00:00,25-02-2020 06:00:00,14-02-2020 05:00:00,14-02-2020 05:00:00,25-02-2020 06:00:00,25-02-2020 10:35:00,de Standard en Standard nl Standaard biedranges
43173,18-12-2019 12:00:00,04-01-2020 01:00:00,18-12-2019 12:00:00,18-12-2019 12:00:00,04-01-2020 01:00:00,04-01-2020 03:40:00,de Standard en Standard nl Standaard biedranges
43239,11-01-2020 05:00:00,19-01-2020 04:15:00,11-01-2020 05:00:00,11-01-2020 05:00:00,19-01-2020 04:00:00,19-01-2020 11:31:00,de Standard en Standard nl Standaard biedranges
43385,06-01-2020 05:00:00,13-01-2020 04:00:00,06-01-2020 05:00:00,06-01-2020 05:00:00,13-01-2020 04:00:00,14-01-2020 12:07:00,de Standard en Standard nl Standaard biedranges
43498,24-01-2020 12:00:00,24-01-2020 02:15:00,24-01-2020 12:00:00,24-01-2020 12:00:00,24-01-2020 12:59:00,24-01-2020 12:59:00,nl Per 1000 ophogen
44165,31-12-2019 05:00:00,05-01-2020 04:00:00,31-12-2019 05:00:00,31-12-2019 05:00:00,05-01-2020 04:00:00,05-01-2020 07:06:00,nl Biedrange 0-15 1 euro (Beuknoot)
44324,13-02-2020 02:00:00,13-02-2020 02:00:00,13-02-2020 02:00:00,13-02-2020 02:00:00,13-02-2020 02:00:00,13-02-2020 02:00:00,nl Vastgoed Standaard biedranges
44643,18-01-2020 05:00:00,26-01-2020 06:15:00,18-01-2020 05:00:00,18-01-2020 05:00:00,26-01-2020 06:01:00,26-01-2020 08:06:00,de Standard en Standard nl Standaard biedranges
44651,18-12-2019 05:00:00,06-01-2020 06:01:00,18-12-2019 05:00:00,18-12-2019 05:00:00,06-01-2020 06:17:00,06-01-2020 08:03:00,de Standard en Standard nl Standaard biedranges
44733,23-12-2019 05:00:00,13-01-2020 06:00:00,23-12-2019 05:00:00,23-12-2019 05:00:00,13-01-2020 06:00:00,13-01-2020 07:27:00,de Standard en Standard nl Standaard biedranges
