AUCTIONID,AUCTIONSTARTDATE,AUCTIONENDDATE,LOTMINSTARTDATE,LOTMAXSTARTDATE,LOTMINENDDATE,LOTMAXENDDATE,BIDRANGENAME
41098,21-01-2020 03:30:00,21-01-2020 03:45:00,21-01-2020 03:30:00,21-01-2020 03:30:00,21-01-2020 03:45:00,21-01-2020 03:45:00,nl Per 1000 ophogen
43250,24-01-2020 01:00:00,24-01-2020 03:15:00,24-01-2020 01:00:00,24-01-2020 01:00:00,24-01-2020 01:15:00,24-01-2020 01:15:00,nl Per 1000 ophogen
43794,24-01-2020 10:30:00,24-01-2020 12:45:00,24-01-2020 10:30:00,24-01-2020 10:30:00,24-01-2020 11:25:00,24-01-2020 11:25:00,nl Per 1000 ophogen
43852,24-01-2020 05:00:00,30-01-2020 07:00:00,24-01-2020 05:00:00,24-01-2020 05:00:00,30-01-2020 07:00:00,30-01-2020 07:00:00,nl Schipveiling
44214,11-02-2020 03:30:00,11-02-2020 03:45:00,11-02-2020 03:30:00,11-02-2020 03:30:00,11-02-2020 03:45:00,11-02-2020 03:45:00,nl Vastgoed Standaard biedranges
44416,02-01-2020 05:00:00,09-01-2020 08:15:00,02-01-2020 05:00:00,02-01-2020 05:00:00,09-01-2020 08:15:00,09-01-2020 09:48:00,de Standard en Standard nl Standaard biedranges
44468,10-01-2020 08:05:00,19-01-2020 07:00:00,10-01-2020 08:05:00,10-01-2020 08:05:00,19-01-2020 07:00:00,19-01-2020 09:14:00,de Standard en Standard nl Standaard biedranges
44544,24-12-2019 05:01:00,02-01-2020 07:30:00,24-12-2019 05:01:00,24-12-2019 05:01:00,02-01-2020 07:30:00,02-01-2020 10:58:00,de Standard en Standard nl Standaard biedranges
44642,11-01-2020 05:01:00,19-01-2020 05:45:00,11-01-2020 05:01:00,11-01-2020 05:01:00,19-01-2020 05:45:00,19-01-2020 08:57:00,de Standard en Standard nl Standaard biedranges
44689,24-12-2019 05:00:00,02-01-2020 08:00:00,24-12-2019 05:00:00,24-12-2019 05:00:00,02-01-2020 08:00:00,02-01-2020 10:42:00,de Standard en Standard nl Standaard biedranges
44778,20-01-2020 05:00:00,03-02-2020 06:30:00,20-01-2020 05:00:00,20-01-2020 05:00:00,03-02-2020 06:30:00,03-02-2020 10:03:00,de Standard en Standard nl Standaard biedranges
44794,05-01-2020 09:00:00,11-01-2020 07:00:00,05-01-2020 09:00:00,05-01-2020 09:00:00,11-01-2020 07:00:00,12-01-2020 02:12:00,de Standard en Standard nl Standaard biedranges
44809,24-01-2020 10:00:00,25-02-2020 10:00:00,24-01-2020 10:00:00,24-01-2020 10:00:00,25-02-2020 10:00:00,25-02-2020 10:00:00,nl Inschrijving
44818,21-01-2020 11:00:00,21-01-2020 11:00:00,21-01-2020 11:00:00,21-01-2020 11:00:00,21-01-2020 11:00:00,21-01-2020 11:00:00,nl Vastgoed Standaard biedranges
44854,24-01-2020 10:00:00,25-02-2020 10:00:00,24-01-2020 10:00:00,24-01-2020 10:00:00,25-02-2020 10:00:00,25-02-2020 10:00:00,nl Vastgoed Standaard biedranges
44858,24-01-2020 10:00:00,25-02-2020 10:00:00,24-01-2020 10:00:00,24-01-2020 10:00:00,25-02-2020 10:00:00,25-02-2020 10:00:00,nl Vastgoed Standaard biedranges
44862,15-01-2020 10:00:00,15-01-2020 12:15:00,15-01-2020 10:00:00,15-01-2020 10:00:00,15-01-2020 10:47:00,15-01-2020 10:47:00,nl Per 1000 ophogen
44868,20-01-2020 05:00:00,11-02-2020 07:00:00,20-01-2020 05:00:00,20-01-2020 05:00:00,11-02-2020 07:00:00,11-02-2020 08:25:00,de Standard en Standard nl Standaard biedranges
44899,20-12-2019 05:00:00,06-01-2020 06:45:00,20-12-2019 05:00:00,20-12-2019 05:00:00,06-01-2020 06:01:00,06-01-2020 08:16:00,de Standard en Standard nl Standaard biedranges
44900,20-12-2019 05:00:00,08-01-2020 06:15:00,20-12-2019 05:00:00,20-12-2019 05:00:00,08-01-2020 06:01:00,08-01-2020 07:59:00,de Standard en Standard nl Standaard biedranges
44915,03-01-2020 09:00:00,11-01-2020 07:15:00,03-01-2020 09:00:00,03-01-2020 09:00:00,11-01-2020 07:01:00,12-01-2020 02:33:00,de Standard en Standard nl Standaard biedranges
44920,20-12-2019 05:00:00,15-01-2020 07:30:00,20-12-2019 05:00:00,20-12-2019 05:00:00,15-01-2020 07:30:00,15-01-2020 08:31:00,de Standard en Standard nl Standaard biedranges
44924,17-01-2020 05:00:00,30-01-2020 06:00:00,17-01-2020 05:00:00,17-01-2020 05:00:00,30-01-2020 06:01:00,30-01-2020 07:44:00,de Standard en Standard nl Standaard biedranges
44954,16-01-2020 05:00:00,23-01-2020 06:45:00,16-01-2020 05:00:00,16-01-2020 05:00:00,23-01-2020 06:01:00,23-01-2020 09:11:00,de Standard en Standard nl Standaard biedranges
44955,23-01-2020 05:00:00,30-01-2020 06:15:00,23-01-2020 05:00:00,23-01-2020 05:00:00,30-01-2020 06:01:00,30-01-2020 09:26:00,de Standard en Standard nl Standaard biedranges
44979,09-01-2020 11:00:00,10-01-2020 09:01:00,09-01-2020 11:00:00,09-01-2020 11:00:00,10-01-2020 09:01:00,11-01-2020 12:01:00,nl 1 Euro stappen
44995,13-02-2020 05:00:00,19-02-2020 07:45:00,13-02-2020 05:00:00,13-02-2020 05:00:00,19-02-2020 07:45:00,19-02-2020 09:15:00,de Standard en Standard nl Standaard biedranges
45008,15-01-2020 05:00:00,19-01-2020 04:00:00,15-01-2020 05:00:00,15-01-2020 05:00:00,19-01-2020 04:00:00,19-01-2020 10:36:00,de Standard en Standard nl Standaard biedranges
45025,20-01-2020 12:00:00,26-01-2020 07:00:00,20-01-2020 12:00:00,20-01-2020 12:00:00,26-01-2020 07:00:00,26-01-2020 10:01:00,de Standard en Standard nl Standaard biedranges
45029,27-01-2020 05:00:00,12-02-2020 06:15:00,27-01-2020 05:00:00,12-02-2020 07:16:00,12-02-2020 06:18:00,12-02-2020 07:30:00,de Standard en Standard nl Standaard biedranges
45038,31-12-2019 05:00:00,07-01-2020 07:45:00,31-12-2019 05:00:00,31-12-2019 05:00:00,07-01-2020 07:45:00,07-01-2020 10:27:00,de Standard en Standard nl Standaard biedranges
45047,07-01-2020 05:00:00,15-01-2020 07:00:00,07-01-2020 05:00:00,07-01-2020 05:00:00,15-01-2020 07:00:00,16-01-2020 01:52:00,de Standard en Standard nl Standaard biedranges
45049,04-02-2020 05:00:00,12-02-2020 07:15:00,04-02-2020 05:00:00,04-02-2020 05:00:00,12-02-2020 07:01:00,13-02-2020 12:50:00,de Standard en Standard nl Standaard biedranges
45062,25-01-2020 09:00:00,31-01-2020 07:45:00,25-01-2020 09:00:00,25-01-2020 09:00:00,31-01-2020 07:45:00,31-01-2020 09:30:00,de Standard en Standard nl Standaard biedranges
45084,29-01-2020 10:30:00,29-01-2020 12:45:00,29-01-2020 10:30:00,29-01-2020 10:30:00,29-01-2020 12:07:00,29-01-2020 12:07:00,nl Per 1000 ophogen
45095,07-01-2020 12:00:00,13-01-2020 01:00:00,07-01-2020 12:00:00,07-01-2020 12:00:00,13-01-2020 01:01:00,13-01-2020 01:45:00,de Standard en Standard nl Standaard biedranges
45115,10-01-2020 05:00:00,14-01-2020 07:45:00,10-01-2020 05:00:00,10-01-2020 05:00:00,14-01-2020 07:45:00,14-01-2020 09:36:00,nl Top Lots
45120,17-01-2020 05:00:00,21-01-2020 08:15:00,17-01-2020 05:00:00,17-01-2020 05:00:00,21-01-2020 08:16:00,21-01-2020 10:10:00,nl Top Lots
45128,24-01-2020 05:00:00,28-01-2020 08:30:00,24-01-2020 05:00:00,24-01-2020 05:00:00,28-01-2020 08:32:00,28-01-2020 10:04:00,nl Top Lots
45129,24-01-2020 05:00:00,29-01-2020 07:15:00,24-01-2020 05:00:00,24-01-2020 05:00:00,29-01-2020 07:15:00,29-01-2020 08:58:00,nl Top Lots
45140,10-01-2020 05:00:00,17-01-2020 06:00:00,10-01-2020 05:00:00,10-01-2020 05:00:00,17-01-2020 06:00:00,17-01-2020 10:27:00,de Standard en Standard nl Standaard biedranges
45158,23-12-2019 05:00:00,06-01-2020 08:00:00,23-12-2019 05:00:00,23-12-2019 05:00:00,06-01-2020 09:00:00,06-01-2020 09:00:00,nl Bva-Automotive
45171,19-01-2020 12:00:00,26-01-2020 06:30:00,19-01-2020 12:00:00,19-01-2020 12:00:00,26-01-2020 06:31:00,26-01-2020 08:35:00,de ART en ART fr ART nl Art & Antiques
45200,10-01-2020 05:00:00,19-01-2020 08:15:00,10-01-2020 05:00:00,10-01-2020 05:00:00,19-01-2020 08:15:00,19-01-2020 09:10:00,de Standard en Standard nl Standaard biedranges
45273,18-01-2020 05:00:00,25-01-2020 07:01:00,18-01-2020 05:00:00,18-01-2020 05:00:00,25-01-2020 07:30:00,25-01-2020 08:57:00,de Standard en Standard nl Standaard biedranges
45275,08-01-2020 12:00:00,16-01-2020 07:30:00,08-01-2020 12:00:00,08-01-2020 12:00:00,16-01-2020 07:37:00,16-01-2020 09:58:00,de Standard en Standard nl Standaard biedranges
45292,20-01-2020 05:00:00,26-01-2020 07:15:00,20-01-2020 05:00:00,20-01-2020 05:00:00,26-01-2020 07:15:00,26-01-2020 11:02:00,de Standard en Standard nl Standaard biedranges
45352,15-02-2020 05:00:00,23-02-2020 06:00:00,15-02-2020 05:00:00,15-02-2020 05:00:00,23-02-2020 06:00:00,23-02-2020 08:33:00,de Standard en Standard nl Standaard biedranges
45374,16-01-2020 05:00:00,23-01-2020 06:30:00,16-01-2020 05:00:00,16-01-2020 05:00:00,23-01-2020 06:30:00,23-01-2020 10:19:00,de Standard en Standard nl Standaard biedranges
45395,31-01-2020 12:00:00,07-02-2020 08:00:00,31-01-2020 12:00:00,31-01-2020 12:00:00,07-02-2020 08:00:00,07-02-2020 10:05:00,de ART en ART fr ART nl Art & Antiques
45396,22-01-2020 12:00:00,29-01-2020 08:00:00,22-01-2020 12:00:00,22-01-2020 12:00:00,29-01-2020 08:01:00,29-01-2020 08:28:00,de ART en ART fr ART nl Art & Antiques
45398,11-01-2020 12:00:00,19-01-2020 06:00:00,11-01-2020 12:00:00,11-01-2020 12:00:00,19-01-2020 06:00:00,19-01-2020 08:55:00,de ART en ART fr ART nl Art & Antiques
45423,19-02-2020 09:30:00,19-02-2020 11:45:00,19-02-2020 09:30:00,19-02-2020 09:30:00,19-02-2020 10:11:00,19-02-2020 10:11:00,nl Per 1000 ophogen
45444,20-01-2020 05:00:00,03-02-2020 03:30:00,20-01-2020 05:00:00,03-02-2020 04:21:00,03-02-2020 03:30:00,03-02-2020 04:39:00,de Standard en Standard nl Standaard biedranges
45449,18-01-2020 05:00:00,27-01-2020 06:15:00,18-01-2020 05:00:00,18-01-2020 05:00:00,27-01-2020 04:01:00,28-01-2020 01:27:00,de Standard en Standard nl Standaard biedranges
45475,08-02-2020 11:00:00,09-02-2020 06:00:00,08-02-2020 11:00:00,08-02-2020 11:00:00,09-02-2020 06:00:00,10-02-2020 12:23:00,nl 1 Euro stappen
45494,21-01-2020 05:00:00,28-01-2020 06:30:00,21-01-2020 05:00:00,21-01-2020 05:00:00,28-01-2020 06:30:00,28-01-2020 08:57:00,de Standard en Standard nl Standaard biedranges
45518,31-01-2020 12:00:00,06-02-2020 07:00:00,31-01-2020 12:00:00,31-01-2020 12:00:00,06-02-2020 07:00:00,06-02-2020 11:02:00,de Standard en Standard nl Standaard biedranges
45520,14-02-2020 12:00:00,20-02-2020 10:30:00,14-02-2020 12:00:00,14-02-2020 12:00:00,20-02-2020 10:32:00,20-02-2020 02:00:00,de Standard en Standard nl Standaard biedranges
45554,07-02-2020 05:00:00,19-02-2020 06:30:00,07-02-2020 05:00:00,07-02-2020 05:00:00,19-02-2020 06:35:00,19-02-2020 07:41:00,de Standard en Standard nl Standaard biedranges
45555,23-01-2020 12:00:00,30-01-2020 07:30:00,23-01-2020 12:00:00,23-01-2020 12:00:00,30-01-2020 07:30:00,30-01-2020 08:17:00,de Standard en Standard nl Standaard biedranges
45571,30-01-2020 05:00:00,17-02-2020 04:00:00,30-01-2020 05:00:00,17-02-2020 05:49:00,17-02-2020 04:01:00,17-02-2020 06:04:00,de Standard en Standard nl Standaard biedranges
45572,30-01-2020 05:00:00,13-02-2020 04:00:00,30-01-2020 05:00:00,30-01-2020 05:00:00,13-02-2020 04:00:00,13-02-2020 05:42:00,de Standard en Standard nl Standaard biedranges
45597,10-02-2020 05:00:00,25-02-2020 07:15:00,10-02-2020 05:00:00,10-02-2020 05:00:00,25-02-2020 07:20:00,25-02-2020 08:11:00,de Standard en Standard nl Standaard biedranges
45599,07-02-2020 07:00:00,14-02-2020 07:15:00,07-02-2020 07:00:00,07-02-2020 07:00:00,14-02-2020 07:01:00,14-02-2020 09:42:00,de Standard en Standard nl Standaard biedranges
45635,07-02-2020 05:00:00,13-02-2020 07:45:00,07-02-2020 05:00:00,07-02-2020 05:00:00,13-02-2020 07:31:00,13-02-2020 09:43:00,de Standard en Standard nl Standaard biedranges
45668,15-02-2020 06:00:00,16-02-2020 10:00:00,15-02-2020 06:00:00,15-02-2020 06:00:00,16-02-2020 10:00:00,16-02-2020 06:06:00,nl 1 Euro stappen
45676,20-02-2020 05:01:00,27-02-2020 06:30:00,20-02-2020 05:01:00,20-02-2020 05:01:00,27-02-2020 06:30:00,27-02-2020 09:05:00,de Standard en Standard nl Standaard biedranges
45725,27-01-2020 05:00:00,11-02-2020 04:15:00,27-01-2020 05:00:00,27-01-2020 05:00:00,11-02-2020 04:16:00,11-02-2020 05:40:00,de Standard en Standard nl Standaard biedranges
45731,03-02-2020 05:01:00,10-02-2020 07:00:00,03-02-2020 05:01:00,03-02-2020 05:01:00,10-02-2020 07:03:00,10-02-2020 09:24:00,de Standard en Standard nl Standaard biedranges
45786,11-02-2020 09:00:00,24-02-2020 03:00:00,11-02-2020 09:00:00,24-02-2020 04:52:00,24-02-2020 03:00:00,24-02-2020 05:23:00,nl Biedrange 0-15 1 euro (Beuknoot)
45816,18-02-2020 12:00:00,29-02-2020 11:59:00,18-02-2020 05:00:00,18-02-2020 05:00:00,29-02-2020 06:00:00,29-02-2020 07:36:00,de Standard en Standard nl Standaard biedranges
45856,21-02-2020 06:01:00,22-02-2020 10:00:00,21-02-2020 06:01:00,21-02-2020 06:01:00,22-02-2020 10:00:00,22-02-2020 06:27:00,nl 1 Euro stappen
45857,21-02-2020 11:00:00,22-02-2020 06:00:00,21-02-2020 11:00:00,21-02-2020 11:00:00,22-02-2020 06:00:00,23-02-2020 12:27:00,nl 1 Euro stappen
45913,18-02-2020 12:00:00,25-02-2020 05:30:00,18-02-2020 12:00:00,18-02-2020 12:00:00,25-02-2020 05:30:00,25-02-2020 07:36:00,de Standard en Standard nl Standaard biedranges
45941,03-02-2020 05:01:00,19-02-2020 07:00:00,03-02-2020 05:01:00,03-02-2020 05:01:00,19-02-2020 07:01:00,19-02-2020 08:54:00,de Standard en Standard nl Standaard biedranges
45964,12-02-2020 05:00:00,20-02-2020 06:30:00,12-02-2020 05:00:00,12-02-2020 05:00:00,20-02-2020 06:30:00,20-02-2020 08:38:00,de Standard en Standard nl Standaard biedranges
46012,29-02-2020 06:01:00,01-03-2020 10:00:00,29-02-2020 06:01:00,29-02-2020 06:01:00,01-03-2020 10:00:00,01-03-2020 06:08:00,nl 1 Euro stappen
46036,11-02-2020 03:01:00,19-02-2020 07:30:00,11-02-2020 03:01:00,11-02-2020 03:01:00,19-02-2020 07:30:00,19-02-2020 08:44:00,nl Bva-Automotive
46100,19-02-2020 05:00:00,29-02-2020 06:30:00,19-02-2020 05:00:00,19-02-2020 05:00:00,29-02-2020 06:30:00,29-02-2020 11:05:00,de Standard en Standard nl Standaard biedranges
46164,17-02-2020 05:01:00,23-02-2020 06:45:00,17-02-2020 05:01:00,17-02-2020 05:01:00,23-02-2020 06:45:00,23-02-2020 08:36:00,de Standard en Standard nl Standaard biedranges
46187,18-02-2020 05:01:00,23-02-2020 07:15:00,18-02-2020 05:01:00,18-02-2020 05:01:00,23-02-2020 07:15:00,23-02-2020 08:36:00,de Standard en Standard nl Standaard biedranges
46196,19-02-2020 05:00:00,28-02-2020 06:45:00,19-02-2020 05:00:00,19-02-2020 05:00:00,28-02-2020 06:45:00,28-02-2020 08:03:00,de Standard en Standard nl Standaard biedranges
37597,03-01-2020 12:00:00,09-01-2020 07:00:00,03-01-2020 12:00:00,03-01-2020 12:00:00,09-01-2020 07:03:00,09-01-2020 11:48:00,de Standard en Standard nl Standaard biedranges
37598,09-01-2020 12:00:00,16-01-2020 12:02:00,09-01-2020 12:00:00,09-01-2020 12:00:00,16-01-2020 12:00:00,16-01-2020 03:12:00,de Standard en Standard nl Standaard biedranges
42654,28-12-2019 05:00:00,20-01-2020 07:45:00,28-12-2019 05:00:00,28-12-2019 05:00:00,20-01-2020 07:55:00,20-01-2020 09:20:00,de Standard en Standard nl Standaard biedranges
43083,24-01-2020 10:30:00,24-01-2020 10:30:00,24-01-2020 10:30:00,24-01-2020 10:30:00,24-01-2020 10:30:00,24-01-2020 10:30:00,nl Per 1000 ophogen
43266,28-12-2019 05:00:00,05-01-2020 04:45:00,28-12-2019 05:00:00,28-12-2019 05:00:00,05-01-2020 04:01:00,05-01-2020 06:59:00,de Standard en Standard nl Standaard biedranges
43287,11-02-2020 11:30:00,11-02-2020 11:30:00,11-02-2020 11:30:00,11-02-2020 11:30:00,11-02-2020 11:30:00,11-02-2020 11:30:00,nl Per 1000 ophogen
43497,11-02-2020 10:00:00,11-02-2020 10:00:00,11-02-2020 10:00:00,11-02-2020 10:00:00,11-02-2020 10:00:00,11-02-2020 10:00:00,nl Per 1000 ophogen
43517,21-01-2020 02:30:00,21-01-2020 02:45:00,21-01-2020 02:30:00,21-01-2020 02:30:00,21-01-2020 02:45:00,21-01-2020 02:45:00,nl Vastgoed Standaard biedranges
43843,28-12-2019 05:00:00,03-01-2020 07:30:00,28-12-2019 05:00:00,28-12-2019 05:00:00,03-01-2020 07:30:00,03-01-2020 09:51:00,de Standard en Standard nl Standaard biedranges
44192,14-01-2020 05:00:00,21-01-2020 04:30:00,14-01-2020 05:00:00,14-01-2020 05:00:00,21-01-2020 04:30:00,22-01-2020 01:53:00,de Standard en Standard nl Standaard biedranges
44215,11-02-2020 03:30:00,11-02-2020 03:45:00,11-02-2020 03:30:00,11-02-2020 03:30:00,11-02-2020 03:45:00,11-02-2020 03:45:00,nl Per 1000 ophogen
44316,20-02-2020 10:30:00,20-02-2020 10:45:00,20-02-2020 10:30:00,20-02-2020 10:30:00,20-02-2020 10:45:00,20-02-2020 10:45:00,nl Vastgoed Standaard biedranges
44481,13-02-2020 10:00:00,13-02-2020 10:15:00,13-02-2020 10:00:00,13-02-2020 10:00:00,13-02-2020 10:15:00,13-02-2020 10:15:00,nl Vastgoed Standaard biedranges
44575,07-01-2020 05:00:00,14-01-2020 08:15:00,07-01-2020 05:00:00,07-01-2020 05:00:00,14-01-2020 08:18:00,14-01-2020 09:06:00,de Standard en Standard nl Standaard biedranges
44634,13-02-2020 02:30:00,13-02-2020 02:30:00,13-02-2020 02:30:00,13-02-2020 02:30:00,13-02-2020 02:30:00,13-02-2020 02:30:00,nl Per 1000 ophogen
44650,24-12-2019 05:00:00,13-01-2020 06:15:00,24-12-2019 05:00:00,24-12-2019 05:00:00,13-01-2020 06:01:00,13-01-2020 10:02:00,de Standard en Standard nl Standaard biedranges
44687,02-01-2020 05:00:00,08-01-2020 07:30:00,02-01-2020 05:00:00,02-01-2020 05:00:00,08-01-2020 07:30:00,08-01-2020 08:38:00,de Standard en Standard nl Standaard biedranges
44734,12-01-2020 09:00:00,18-01-2020 07:15:00,12-01-2020 09:00:00,12-01-2020 09:00:00,18-01-2020 07:02:00,19-01-2020 02:21:00,de Standard en Standard nl Standaard biedranges
44764,26-12-2019 12:00:00,02-01-2020 08:01:00,26-12-2019 12:00:00,26-12-2019 12:00:00,02-01-2020 08:01:00,02-01-2020 08:01:00,de Standard en Standard nl Standaard biedranges
44795,19-01-2020 09:00:00,25-01-2020 07:15:00,19-01-2020 09:00:00,19-01-2020 09:00:00,25-01-2020 07:02:00,26-01-2020 04:48:00,de Standard en Standard nl Standaard biedranges
44873,02-01-2020 11:00:00,03-01-2020 09:01:00,02-01-2020 11:00:00,02-01-2020 11:00:00,03-01-2020 09:01:00,04-01-2020 12:01:00,nl 1 Euro stappen
44886,18-01-2020 09:00:00,27-01-2020 08:00:00,18-01-2020 09:00:00,18-01-2020 09:00:00,27-01-2020 08:00:00,27-01-2020 09:10:00,de Standard en Standard nl Standaard biedranges
44961,27-12-2019 05:00:00,06-01-2020 06:00:00,27-12-2019 05:00:00,27-12-2019 05:00:00,06-01-2020 06:00:00,06-01-2020 10:12:00,de Standard en Standard nl Standaard biedranges
44987,11-01-2020 06:00:00,12-01-2020 10:00:00,11-01-2020 06:00:00,11-01-2020 06:00:00,12-01-2020 10:00:00,12-01-2020 06:21:00,nl 1 Euro stappen
45045,09-01-2020 05:00:00,16-01-2020 05:45:00,09-01-2020 05:00:00,09-01-2020 05:00:00,16-01-2020 05:45:00,16-01-2020 07:19:00,de Standard en Standard nl Standaard biedranges
45107,24-01-2020 02:30:00,24-01-2020 04:45:00,24-01-2020 02:30:00,24-01-2020 02:30:00,24-01-2020 02:57:00,24-01-2020 02:57:00,nl Per 1000 ophogen
45111,03-01-2020 05:00:00,08-01-2020 08:15:00,03-01-2020 05:00:00,03-01-2020 05:00:00,08-01-2020 08:15:00,08-01-2020 10:21:00,nl Top Lots
45130,25-01-2020 05:00:00,30-01-2020 08:15:00,25-01-2020 05:00:00,25-01-2020 05:00:00,30-01-2020 08:15:00,30-01-2020 09:58:00,nl Top Lots
45132,08-01-2020 05:00:00,15-01-2020 07:00:00,08-01-2020 05:00:00,08-01-2020 05:00:00,15-01-2020 07:19:00,15-01-2020 09:52:00,de Standard en Standard nl Standaard biedranges
45218,07-01-2020 12:00:00,14-01-2020 12:00:00,07-01-2020 12:00:00,07-01-2020 12:00:00,14-01-2020 12:10:00,14-01-2020 03:02:00,de Standard en Standard nl Standaard biedranges
45227,13-01-2020 05:01:00,20-01-2020 06:00:00,13-01-2020 05:01:00,13-01-2020 05:01:00,20-01-2020 06:04:00,20-01-2020 06:53:00,de Standard en Standard nl Standaard biedranges
45246,29-01-2020 09:30:00,29-01-2020 09:45:00,29-01-2020 09:30:00,29-01-2020 09:30:00,29-01-2020 09:45:00,29-01-2020 09:45:00,nl Per 1000 ophogen
45247,29-01-2020 05:00:00,13-02-2020 06:45:00,29-01-2020 05:00:00,29-01-2020 05:00:00,13-02-2020 06:45:00,13-02-2020 10:29:00,de Standard en Standard nl Standaard biedranges
45254,20-01-2020 11:00:00,21-01-2020 09:01:00,20-01-2020 11:00:00,20-01-2020 11:00:00,21-01-2020 09:01:00,21-01-2020 11:42:00,nl 1 Euro stappen
45293,17-02-2020 05:00:00,23-02-2020 06:45:00,17-02-2020 05:00:00,17-02-2020 05:00:00,23-02-2020 06:45:00,23-02-2020 07:41:00,de Standard en Standard nl Standaard biedranges
45308,26-01-2020 02:00:00,27-01-2020 11:00:00,26-01-2020 02:00:00,26-01-2020 02:00:00,27-01-2020 11:00:00,27-01-2020 05:19:00,nl 1 Euro stappen
45333,04-02-2020 05:00:00,08-02-2020 04:15:00,04-02-2020 05:00:00,04-02-2020 05:00:00,08-02-2020 04:04:00,08-02-2020 07:17:00,nl 1 Euro stappen
45335,18-02-2020 05:00:00,22-02-2020 04:00:00,18-02-2020 05:00:00,18-02-2020 05:00:00,22-02-2020 04:00:00,22-02-2020 08:30:00,nl 1 Euro stappen
45366,10-02-2020 02:00:00,10-02-2020 04:15:00,10-02-2020 02:00:00,10-02-2020 02:00:00,10-02-2020 02:23:00,10-02-2020 02:23:00,nl Vastgoed Standaard biedranges
45387,11-01-2020 12:00:00,19-01-2020 05:30:00,11-01-2020 12:00:00,11-01-2020 12:00:00,19-01-2020 05:31:00,19-01-2020 07:52:00,de Standard en Standard nl Standaard biedranges
45413,14-01-2020 05:00:00,22-01-2020 07:00:00,14-01-2020 05:00:00,14-01-2020 05:00:00,22-01-2020 07:00:00,22-01-2020 08:16:00,de Standard en Standard nl Standaard biedranges
45414,13-01-2020 05:00:00,23-01-2020 07:15:00,13-01-2020 05:00:00,13-01-2020 05:00:00,23-01-2020 07:15:00,24-01-2020 01:09:00,de Standard en Standard nl Standaard biedranges
45445,14-01-2020 05:00:00,23-01-2020 06:15:00,14-01-2020 05:00:00,14-01-2020 05:00:00,23-01-2020 06:15:00,23-01-2020 09:04:00,de Standard en Standard nl Standaard biedranges
45519,07-02-2020 12:00:00,13-02-2020 08:15:00,07-02-2020 12:00:00,07-02-2020 12:00:00,13-02-2020 08:15:00,13-02-2020 11:03:00,de Standard en Standard nl Standaard biedranges
45536,28-01-2020 05:00:00,02-02-2020 07:15:00,28-01-2020 05:00:00,28-01-2020 05:00:00,02-02-2020 07:15:00,02-02-2020 10:06:00,de Standard en Standard nl Standaard biedranges
45557,18-02-2020 05:00:00,26-02-2020 06:45:00,18-02-2020 05:00:00,18-02-2020 05:00:00,26-02-2020 06:45:00,26-02-2020 11:50:00,de Standard en Standard nl Standaard biedranges
45561,09-02-2020 12:00:00,16-02-2020 11:00:00,09-02-2020 12:00:00,09-02-2020 12:00:00,16-02-2020 11:02:00,16-02-2020 01:52:00,de Standard en Standard nl Standaard biedranges
45579,22-02-2020 05:01:00,29-02-2020 05:00:00,22-02-2020 05:01:00,22-02-2020 05:01:00,29-02-2020 05:01:00,29-02-2020 11:59:00,de Standard en Standard nl Standaard biedranges
45609,29-01-2020 05:01:00,03-02-2020 06:45:00,29-01-2020 05:01:00,29-01-2020 05:01:00,03-02-2020 06:47:00,04-02-2020 02:58:00,nl Biedrange 0-15 1 euro (Beuknoot)
45610,11-02-2020 05:00:00,17-02-2020 07:15:00,11-02-2020 05:00:00,11-02-2020 05:00:00,17-02-2020 07:15:00,18-02-2020 02:18:00,nl Biedrange 0-15 1 euro (Beuknoot)
45711,24-01-2020 12:00:00,30-01-2020 12:00:00,24-01-2020 12:00:00,24-01-2020 12:00:00,30-01-2020 12:00:00,30-01-2020 01:03:00,de Standard en Standard nl Standaard biedranges
45736,01-02-2020 05:00:00,12-02-2020 08:00:00,01-02-2020 05:00:00,01-02-2020 05:00:00,12-02-2020 08:00:00,12-02-2020 09:17:00,de Standard en Standard nl Standaard biedranges
45802,14-02-2020 05:01:00,19-02-2020 08:00:00,14-02-2020 05:01:00,14-02-2020 05:01:00,19-02-2020 08:00:00,19-02-2020 09:34:00,nl Top Lots
45845,18-02-2020 11:00:00,19-02-2020 09:01:00,18-02-2020 11:00:00,18-02-2020 11:00:00,19-02-2020 09:00:00,19-02-2020 11:46:00,nl 1 Euro stappen
45852,17-02-2020 02:00:00,18-02-2020 11:00:00,17-02-2020 02:00:00,17-02-2020 02:00:00,18-02-2020 11:00:00,18-02-2020 05:06:00,nl 1 Euro stappen
45858,22-02-2020 06:01:00,23-02-2020 10:00:00,22-02-2020 06:01:00,22-02-2020 06:01:00,23-02-2020 10:00:00,23-02-2020 06:14:00,nl 1 Euro stappen
45898,06-02-2020 05:01:00,14-02-2020 06:00:00,06-02-2020 05:01:00,06-02-2020 05:01:00,14-02-2020 06:00:00,14-02-2020 08:17:00,de Standard en Standard nl Standaard biedranges
45926,04-02-2020 12:00:00,11-02-2020 07:15:00,04-02-2020 12:00:00,04-02-2020 12:00:00,11-02-2020 07:01:00,11-02-2020 08:07:00,de Standard en Standard nl Standaard biedranges
